ID,target
test_1869_Cell membrane,0.9
test_1870_Cell membrane,0.95
test_1871_Cell membrane,0.59
test_1872_Cell membrane,1.0
test_1873_Cell membrane,0.92
test_1874_Cell membrane,0.95
test_1875_Cell membrane,0.57
test_1876_Cell membrane,0.87
test_1877_Cell membrane,0.95
test_1878_Cell membrane,0.94
test_1879_Cell membrane,0.89
test_1880_Cell membrane,0.93
test_1881_Cell membrane,0.92
test_1882_Cell membrane,0.77
test_1883_Cell membrane,0.83
test_1884_Cell membrane,0.97
test_1885_Cell membrane,0.93
test_1886_Cell membrane,0.92
test_1887_Cell membrane,0.89
test_1888_Cell membrane,0.85
test_1889_Cell membrane,0.94
test_1890_Cell membrane,0.83
test_1891_Cell membrane,0.88
test_1892_Cell membrane,0.92
test_1893_Cell membrane,0.92
test_1894_Cell membrane,0.8
test_1895_Cell membrane,0.95
test_1896_Cell membrane,0.95
test_1897_Cell membrane,0.94
test_1898_Cell membrane,0.89
test_1899_Cell membrane,0.99
test_1900_Cell membrane,0.95
test_1901_Cell membrane,0.93
test_1902_Cell membrane,0.94
test_1903_Cell membrane,0.91
test_1904_Cell membrane,0.93
test_1905_Cell membrane,0.84
test_1906_Cell membrane,0.82
test_1907_Cell membrane,0.93
test_1908_Cell membrane,0.99
test_1909_Cell membrane,0.97
test_1910_Cell membrane,0.94
test_1911_Cell membrane,0.76
test_1912_Cell membrane,0.21
test_1913_Cell membrane,0.95
test_1914_Cell membrane,0.89
test_1915_Cell membrane,0.86
test_1916_Cell membrane,0.94
test_1917_Cell membrane,0.82
test_1918_Cell membrane,0.6
test_1919_Cell membrane,0.9
test_1920_Cell membrane,0.93
test_1921_Cell membrane,0.9
test_1922_Cell membrane,0.93
test_1923_Cell membrane,0.84
test_1924_Cell membrane,0.92
test_1925_Cell membrane,0.91
test_1926_Cell membrane,0.87
test_1927_Cell membrane,0.88
test_1928_Cell membrane,0.78
test_1929_Cell membrane,0.68
test_1930_Cell membrane,0.93
test_1931_Cell membrane,0.8
test_1932_Cell membrane,0.53
test_1933_Cell membrane,0.94
test_1934_Cell membrane,0.93
test_1935_Cell membrane,0.94
test_1936_Cell membrane,0.76
test_1937_Cell membrane,0.91
test_1938_Cell membrane,0.88
test_1939_Cell membrane,0.86
test_1940_Cell membrane,0.92
test_1941_Cell membrane,0.93
test_1942_Cell membrane,0.89
test_1943_Cell membrane,0.98
test_1944_Cell membrane,0.76
test_1945_Cell membrane,0.92
test_1946_Cell membrane,0.77
test_1947_Cell membrane,0.92
test_1948_Cell membrane,0.91
test_1949_Cell membrane,0.87
test_1950_Cell membrane,0.9
test_1951_Cell membrane,0.93
test_1952_Cell membrane,1.0
test_1953_Cell membrane,0.88
test_1954_Cell membrane,0.71
test_1955_Cell membrane,0.96
test_1956_Cell membrane,0.97
test_1957_Cell membrane,0.92
test_1958_Cell membrane,0.91
test_1959_Cell membrane,0.9
test_1960_Cell membrane,0.83
test_1961_Cell membrane,0.81
test_1962_Cell membrane,0.96
test_1963_Cell membrane,0.91
test_1964_Cell membrane,0.91
test_1965_Cell membrane,0.96
test_1966_Cell membrane,0.92
test_1967_Cell membrane,0.93
test_1968_Cell membrane,0.96
test_1969_Cell membrane,1.0
test_1970_Cell membrane,0.96
test_1971_Cell membrane,0.88
test_1972_Cell membrane,0.9
test_1973_Cell membrane,0.95
test_1974_Cell membrane,0.87
test_1975_Cell membrane,0.87
test_1976_Cell membrane,0.9
test_1977_Cell membrane,0.92
test_1978_Cell membrane,0.96
test_1979_Cell membrane,0.94
test_1980_Cell membrane,0.9
test_1981_Cell membrane,0.88
test_1982_Cell membrane,0.98
test_1983_Cell membrane,0.94
test_1984_Cell membrane,0.81
test_1985_Cell membrane,0.82
test_1986_Cell membrane,0.92
test_1987_Cell membrane,0.8
test_1988_Cell membrane,0.89
test_1989_Cell membrane,0.91
test_1990_Cell membrane,0.93
test_1991_Cell membrane,0.89
test_1992_Cell membrane,0.86
test_1993_Cell membrane,0.97
test_1994_Cell membrane,0.84
test_1995_Cell membrane,0.95
test_1996_Cell membrane,0.88
test_1997_Cell membrane,0.93
test_1998_Cell membrane,0.82
test_1999_Cell membrane,0.88
test_2000_Cell membrane,0.8
test_2001_Cell membrane,0.83
test_2002_Cell membrane,0.87
test_2003_Cell membrane,0.81
test_2004_Cell membrane,0.9
test_2005_Cell membrane,0.96
test_2006_Cell membrane,0.99
test_2007_Cell membrane,0.99
test_2008_Cell membrane,0.92
test_2009_Cell membrane,0.94
test_2010_Cell membrane,0.92
test_2011_Cell membrane,0.95
test_2012_Cell membrane,0.94
test_2013_Cell membrane,0.82
test_2014_Cell membrane,0.69
test_2015_Cell membrane,0.69
test_2016_Cell membrane,0.88
test_2017_Cell membrane,0.85
test_2018_Cell membrane,0.9
test_2019_Cell membrane,0.91
test_2020_Cell membrane,0.91
test_2021_Cell membrane,0.78
test_2022_Cell membrane,0.92
test_2023_Cell membrane,0.98
test_2024_Cell membrane,0.92
test_2025_Cell membrane,0.86
test_2026_Cell membrane,0.93
test_2027_Cell membrane,0.98
test_2028_Cell membrane,0.71
test_2029_Cell membrane,0.86
test_2030_Cell membrane,0.73
test_2031_Cell membrane,0.86
test_2032_Cell membrane,0.91
test_2033_Cell membrane,0.95
test_2034_Cell membrane,0.96
test_2035_Cell membrane,0.91
test_2036_Cell membrane,0.94
test_2037_Cell membrane,0.92
test_2038_Cell membrane,0.92
test_2039_Cell membrane,0.93
test_2040_Cell membrane,0.91
test_2041_Cell membrane,0.88
test_2042_Cell membrane,0.92
test_2043_Cell membrane,0.95
test_2044_Cell membrane,0.92
test_2045_Cell membrane,0.91
test_2046_Cell membrane,0.9
test_2047_Cell membrane,0.91
test_2048_Cell membrane,0.92
test_2049_Cell membrane,0.99
test_2050_Cell membrane,0.88
test_2051_Cell membrane,0.5
test_2052_Cell membrane,0.99
test_2053_Cell membrane,0.91
test_2054_Cell membrane,0.91
test_2055_Cell membrane,0.95
test_2056_Cell membrane,0.94
test_2057_Cell membrane,0.89
test_2058_Cell membrane,0.78
test_2059_Cell membrane,0.9
test_2060_Cell membrane,0.99
test_2061_Cell membrane,0.95
test_2062_Cell membrane,0.96
test_2063_Cell membrane,0.78
test_2064_Cell membrane,0.88
test_2065_Cell membrane,0.95
test_2066_Cell membrane,0.93
test_2067_Cell membrane,0.88
test_2068_Cell membrane,0.99
test_2069_Cell membrane,0.84
test_2070_Cell membrane,0.93
test_2071_Cell membrane,0.9
test_2072_Cell membrane,0.79
test_2073_Cell membrane,0.93
test_2074_Cell membrane,0.72
test_2075_Cell membrane,0.84
test_2076_Cell membrane,0.92
test_2077_Cell membrane,0.93
test_2078_Cell membrane,0.71
test_2079_Cell membrane,0.87
test_2080_Cell membrane,0.95
test_2081_Cell membrane,0.97
test_2082_Cell membrane,0.86
test_2083_Cell membrane,0.69
test_2084_Cell membrane,0.89
test_2085_Cell membrane,0.93
test_2086_Cell membrane,0.94
test_2087_Cell membrane,0.93
test_2088_Cell membrane,0.91
test_2089_Cell membrane,0.92
test_2090_Cell membrane,0.87
test_2091_Cell membrane,0.87
test_2092_Cell membrane,0.95
test_2093_Cell membrane,0.97
test_2094_Cell membrane,0.85
test_2095_Cell membrane,0.94
test_2096_Cell membrane,0.94
test_2097_Cell membrane,0.9
test_2098_Cell membrane,0.84
test_2099_Cell membrane,1.0
test_2100_Cell membrane,0.91
test_2101_Cell membrane,0.94
test_2102_Cell membrane,0.89
test_2103_Cell membrane,0.96
test_2104_Cell membrane,0.89
test_2105_Cell membrane,0.93
test_2106_Cell membrane,0.86
test_2107_Cell membrane,0.96
test_2108_Cell membrane,0.89
test_2109_Cell membrane,0.91
test_2110_Cell membrane,0.94
test_2111_Cell membrane,0.91
test_2112_Cell membrane,0.96
test_2113_Cell membrane,0.93
test_2114_Cell membrane,0.97
test_2115_Cell membrane,0.97
test_2116_Cell membrane,0.81
test_2117_Cell membrane,0.98
test_2118_Cell membrane,0.93
test_2119_Cell membrane,0.96
test_2120_Cell membrane,1.0
test_2121_Cell membrane,0.92
test_2122_Cell membrane,0.39
test_2123_Cell membrane,0.93
test_2124_Cell membrane,0.92
test_2125_Cell membrane,0.94
test_2126_Cell membrane,0.91
test_2127_Cell membrane,0.83
test_2128_Cell membrane,0.89
test_2129_Cell membrane,0.93
test_2130_Cell membrane,0.81
test_2131_Cell membrane,0.81
test_2132_Cell membrane,0.78
test_2133_Cell membrane,0.83
test_2134_Cell membrane,0.91
test_2135_Cell membrane,0.98
test_2136_Cell membrane,0.96
test_2137_Cell membrane,0.93
test_2138_Cell membrane,0.9
test_2139_Cell membrane,0.71
test_2140_Cell membrane,0.94
test_2141_Cell membrane,0.93
test_2142_Cell membrane,0.84
test_2143_Cell membrane,0.95
test_2144_Cell membrane,0.94
test_2145_Cell membrane,0.96
test_2146_Cell membrane,0.93
test_2147_Cell membrane,0.9
test_2148_Cell membrane,0.99
test_2149_Cell membrane,0.91
test_2150_Cell membrane,0.87
test_2151_Cell membrane,0.93
test_2152_Cell membrane,0.91
test_2153_Cell membrane,0.87
test_2154_Cell membrane,0.95
test_2155_Cell membrane,0.85
test_2156_Cell membrane,0.89
test_2157_Cell membrane,0.91
test_2158_Cell membrane,0.97
test_2159_Cell membrane,0.94
test_2160_Cell membrane,0.9
test_2161_Cell membrane,0.89
test_2162_Cell membrane,0.93
test_2163_Cell membrane,0.83
test_2164_Cell membrane,0.89
test_2165_Cell membrane,0.94
test_2166_Cell membrane,0.93
test_2167_Cell membrane,0.89
test_2168_Cell membrane,0.88
test_2169_Cell membrane,0.93
test_2170_Cell membrane,0.87
test_2171_Cell membrane,0.9
test_2172_Cell membrane,0.92
test_2173_Cell membrane,0.92
test_2174_Cell membrane,0.85
test_2175_Cell membrane,0.94
test_2176_Cell membrane,0.8
test_2177_Cell membrane,0.94
test_2178_Cell membrane,0.88
test_2179_Cell membrane,0.73
test_2180_Cell membrane,0.87
test_2181_Cell membrane,0.94
test_2182_Cell membrane,0.92
test_2183_Cell membrane,0.82
test_2184_Cell membrane,0.34
test_2185_Cell membrane,0.92
test_2186_Cell membrane,0.9
test_2187_Cell membrane,0.9
test_2188_Cell membrane,0.96
test_2189_Cell membrane,0.92
test_2190_Cell membrane,0.89
test_2191_Cell membrane,0.84
test_2192_Cell membrane,0.94
test_2193_Cell membrane,0.95
test_2194_Cell membrane,0.97
test_2195_Cell membrane,0.86
test_2196_Cell membrane,0.92
test_2197_Cell membrane,0.95
test_2198_Cell membrane,0.68
test_2199_Cell membrane,0.87
test_2200_Cell membrane,0.9
test_2201_Cell membrane,0.79
test_2202_Cell membrane,0.92
test_2203_Cell membrane,0.93
test_2204_Cell membrane,0.93
test_2205_Cell membrane,0.97
test_2206_Cell membrane,0.84
test_2207_Cell membrane,0.87
test_2208_Cell membrane,0.91
test_2209_Cell membrane,0.83
test_2210_Cell membrane,0.95
test_2211_Cell membrane,0.84
test_2212_Cell membrane,0.94
test_2213_Cell membrane,0.93
test_2214_Cell membrane,0.85
test_2215_Cell membrane,0.8
test_2216_Cell membrane,0.88
test_2217_Cell membrane,0.56
test_2218_Cell membrane,0.89
test_2219_Cell membrane,0.87
test_2220_Cell membrane,0.95
test_2221_Cell membrane,0.95
test_2222_Cell membrane,0.89
test_2223_Cell membrane,0.95
test_2224_Cell membrane,0.97
test_2225_Cell membrane,0.88
test_2226_Cell membrane,0.94
test_2227_Cell membrane,0.64
test_2228_Cell membrane,0.5
test_2229_Cell membrane,0.93
test_2230_Cell membrane,0.96
test_2231_Cell membrane,0.96
test_2232_Cell membrane,0.94
test_2233_Cell membrane,0.91
test_2234_Cell membrane,0.9
test_2235_Cell membrane,0.94
test_2236_Cell membrane,0.87
test_2237_Cell membrane,0.91
test_2238_Cell membrane,0.83
test_2239_Cell membrane,0.94
test_2240_Cell membrane,0.9
test_2241_Cell membrane,0.91
test_2242_Cell membrane,0.91
test_2243_Cell membrane,0.91
test_2244_Cell membrane,0.94
test_2245_Cell membrane,0.92
test_2246_Cell membrane,0.9
test_2247_Cell membrane,0.9
test_2248_Cell membrane,0.92
test_2249_Cell membrane,0.85
test_2250_Cell membrane,0.93
test_2251_Cell membrane,0.88
test_2252_Cell membrane,0.91
test_2253_Cell membrane,0.91
test_2254_Cell membrane,0.91
test_2255_Cell membrane,0.95
test_2256_Cell membrane,0.87
test_2257_Cell membrane,0.97
test_2258_Cell membrane,0.81
test_2259_Cell membrane,0.82
test_2260_Cell membrane,0.96
test_2261_Cell membrane,0.96
test_2262_Cell membrane,0.9
test_2263_Cell membrane,0.89
test_2264_Cell membrane,0.93
test_2265_Cell membrane,0.97
test_2266_Cell membrane,0.86
test_2267_Cell membrane,0.93
test_2268_Cell membrane,0.91
test_2269_Cell membrane,0.86
test_2270_Cell membrane,0.98
test_2271_Cell membrane,0.94
test_2272_Cell membrane,0.84
test_2273_Cell membrane,0.88
test_2274_Cell membrane,0.87
test_2275_Cell membrane,0.94
test_2276_Cell membrane,0.92
test_2277_Cell membrane,0.99
test_2278_Cell membrane,0.88
test_2279_Cell membrane,0.99
test_2280_Cell membrane,0.89
test_2281_Cell membrane,0.96
test_2282_Cell membrane,0.89
test_2283_Cell membrane,0.94
test_2284_Cell membrane,0.93
test_2285_Cell membrane,0.83
test_2286_Cell membrane,0.93
test_2287_Cell membrane,0.92
test_2288_Cell membrane,0.95
test_2289_Cell membrane,0.93
test_2290_Cell membrane,0.99
test_2291_Cell membrane,0.96
test_2292_Cell membrane,0.95
test_2293_Cell membrane,0.85
test_2294_Cell membrane,0.91
test_2295_Cell membrane,0.88
test_2296_Cell membrane,0.95
test_2297_Cell membrane,0.89
test_2298_Cell membrane,0.96
test_2299_Cell membrane,0.9
test_2300_Cell membrane,0.78
test_2301_Cell membrane,0.96
test_2302_Cell membrane,0.79
test_2303_Cell membrane,0.93
test_2304_Cell membrane,0.96
test_2305_Cell membrane,0.97
test_2306_Cell membrane,0.87
test_2307_Cell membrane,0.98
test_2308_Cell membrane,0.91
test_2309_Cell membrane,0.97
test_2310_Cell membrane,0.94
test_2311_Cell membrane,0.91
test_2312_Cell membrane,0.81
test_2313_Cell membrane,0.92
test_2314_Cell membrane,0.88
test_2315_Cell membrane,0.93
test_2316_Cell membrane,0.87
test_2317_Cell membrane,0.84
test_2318_Cell membrane,0.9
test_2319_Cell membrane,0.86
test_2320_Cell membrane,0.87
test_2321_Cell membrane,0.95
test_2322_Cell membrane,0.96
test_2323_Cell membrane,0.97
test_2324_Cell membrane,0.92
test_2325_Cell membrane,0.85
test_2326_Cell membrane,0.93
test_2327_Cell membrane,0.78
test_2328_Cell membrane,0.95
test_2329_Cell membrane,0.9
test_2330_Cell membrane,0.93
test_2331_Cell membrane,0.92
test_2332_Cell membrane,0.87
test_2333_Cell membrane,0.96
test_2334_Cell membrane,0.97
test_2335_Cell membrane,0.88
test_2336_Cell membrane,0.96
test_2337_Cell membrane,0.82
test_2338_Cell membrane,0.85
test_2339_Cell membrane,0.79
test_2340_Cell membrane,0.98
test_2341_Cell membrane,0.99
test_2342_Cell membrane,1.0
test_2343_Cell membrane,1.0
test_2344_Cell membrane,0.99
test_2345_Cell membrane,0.97
test_2346_Cell membrane,0.98
test_2347_Cell membrane,1.0
test_2348_Cell membrane,0.97
test_2349_Cell membrane,0.99
test_2350_Cell membrane,0.99
test_2351_Cell membrane,0.98
test_2352_Cell membrane,0.99
test_2353_Cell membrane,0.9
test_2354_Cell membrane,0.98
test_2355_Cell membrane,1.0
test_2356_Cell membrane,0.97
test_2357_Cell membrane,0.97
test_2358_Cell membrane,0.98
test_2359_Cell membrane,1.0
test_2360_Cell membrane,0.99
test_2361_Cell membrane,0.97
test_2362_Cell membrane,0.97
test_2363_Cell membrane,0.79
test_2364_Cell membrane,0.99
test_2365_Cell membrane,0.96
test_2366_Cell membrane,0.96
test_2367_Cell membrane,0.98
test_2368_Cell membrane,0.97
test_2369_Cell membrane,0.96
test_2370_Cell membrane,0.89
test_2371_Cell membrane,0.61
test_2372_Cell membrane,0.98
test_2373_Cell membrane,0.92
test_2374_Cell membrane,0.86
test_2375_Cell membrane,0.92
test_2376_Cell membrane,1.0
test_2377_Cell membrane,0.86
test_2378_Cell membrane,0.93
test_2379_Cell membrane,0.95
test_2380_Cell membrane,0.98
test_2381_Cell membrane,0.9
test_2382_Cell membrane,0.86
test_2383_Cell membrane,0.82
test_2384_Cell membrane,0.56
test_2385_Cell membrane,0.93
test_2386_Cell membrane,0.95
test_2387_Cell membrane,0.95
test_2388_Cell membrane,0.95
test_2389_Cell membrane,0.85
test_2390_Cell membrane,0.95
test_2391_Cell membrane,0.87
test_2392_Cell membrane,0.91
test_2393_Cell membrane,0.84
test_2394_Cell membrane,0.92
test_2395_Cell membrane,0.95
test_2396_Cell membrane,0.97
test_2397_Cell membrane,0.86
test_2398_Cell membrane,0.88
test_2399_Cell membrane,0.92
test_2400_Cell membrane,0.86
test_2401_Cell membrane,0.87
test_2402_Cell membrane,0.89
test_2403_Cell membrane,0.83
test_2404_Cell membrane,0.91
test_2405_Cell membrane,0.82
test_2406_Cell membrane,0.97
test_2407_Cell membrane,0.96
test_2408_Cell membrane,0.9
test_2409_Cell membrane,0.85
test_2410_Cell membrane,0.93
test_2411_Cell membrane,0.86
test_2412_Cell membrane,0.95
test_2413_Cell membrane,0.89
test_2414_Cell membrane,0.72
test_2415_Cell membrane,0.62
test_2416_Cell membrane,0.85
test_2417_Cell membrane,0.86
test_2418_Cell membrane,0.93
test_2419_Cell membrane,0.8
test_2420_Cell membrane,0.8
test_2421_Cell membrane,0.98
test_2422_Cell membrane,0.86
test_2423_Cell membrane,0.96
test_2424_Cell membrane,0.92
test_2425_Cell membrane,0.84
test_2426_Cell membrane,0.78
test_2427_Cell membrane,0.99
test_2428_Cell membrane,0.8
test_2429_Cell membrane,0.87
test_2430_Cell membrane,0.16
test_2431_Cell membrane,0.58
test_2432_Cell membrane,0.86
test_2433_Cell membrane,0.89
test_2434_Cell membrane,0.89
test_2435_Cell membrane,0.91
test_2436_Cell membrane,0.94
test_2437_Cell membrane,0.98
test_2438_Cell membrane,0.95
test_2439_Cell membrane,0.91
test_2440_Cell membrane,0.89
test_2441_Cell membrane,0.88
test_2442_Cell membrane,0.84
test_2443_Cell membrane,0.9
test_2444_Cell membrane,0.91
test_2445_Cell membrane,0.95
test_2446_Cell membrane,0.56
test_2447_Cell membrane,0.98
test_2448_Cell membrane,0.93
test_2449_Cell membrane,0.9
test_2450_Cell membrane,0.9
test_2451_Cell membrane,0.93
test_2452_Cell membrane,0.94
test_2453_Cell membrane,0.88
test_2454_Cell membrane,0.9
test_2455_Cell membrane,0.86
test_2456_Cell membrane,0.77
test_2457_Cell membrane,0.81
test_2458_Cell membrane,0.8
test_2459_Cell membrane,0.55
test_2460_Cell membrane,0.78
test_2461_Cell membrane,0.73
test_2462_Cell membrane,0.91
test_2463_Cell membrane,0.5
test_2464_Cell membrane,0.95
test_2465_Cell membrane,0.88
test_2466_Cell membrane,0.94
test_2467_Cell membrane,0.94
test_2468_Cell membrane,0.89
test_2469_Cell membrane,0.97
test_2470_Cell membrane,0.89
test_2471_Cell membrane,0.93
test_2472_Cell membrane,0.94
test_2473_Cell membrane,0.74
test_2474_Cell membrane,0.96
test_2475_Cell membrane,0.86
test_2476_Cell membrane,0.86
test_2477_Cell membrane,0.94
test_2478_Cell membrane,0.96
test_2479_Cell membrane,0.47
test_2480_Cell membrane,0.98
test_2481_Cell membrane,0.93
test_2482_Cell membrane,0.91
test_2483_Cell membrane,0.85
test_2484_Cell membrane,0.97
test_2485_Cell membrane,0.92
test_2486_Cell membrane,0.92
test_2487_Cell membrane,0.76
test_2488_Cell membrane,0.8
test_2489_Cell membrane,0.97
test_2490_Cell membrane,0.97
test_2491_Cell membrane,0.98
test_2492_Cell membrane,0.99
test_2493_Cell membrane,0.97
test_2494_Cell membrane,0.85
test_2495_Cell membrane,0.87
test_2496_Cell membrane,0.95
test_2497_Cell membrane,0.64
test_2498_Cell membrane,0.94
test_2499_Cell membrane,0.77
test_2500_Cell membrane,0.94
test_2501_Cell membrane,0.9
test_2502_Cell membrane,0.9
test_2503_Cell membrane,0.97
test_2504_Cell membrane,0.78
test_2505_Cell membrane,0.94
test_2506_Cell membrane,0.73
test_2507_Cell membrane,0.86
test_2508_Cell membrane,0.76
test_2509_Cell membrane,0.97
test_2510_Cell membrane,0.84
test_2511_Cell membrane,0.74
test_2512_Cell membrane,0.96
test_2513_Cell membrane,0.79
test_2514_Cell membrane,0.94
test_2515_Cell membrane,0.96
test_2516_Cell membrane,0.91
test_2517_Cell membrane,0.85
test_2518_Cell membrane,0.8
test_2519_Cell membrane,0.81
test_2520_Cell membrane,0.77
test_2521_Cell membrane,0.92
test_2522_Cell membrane,0.8
test_2523_Cell membrane,0.95
test_2524_Cell membrane,0.94
test_2525_Cell membrane,0.94
test_2526_Cell membrane,0.88
test_2527_Cell membrane,0.95
test_2528_Cell membrane,0.88
test_2529_Cell membrane,0.9
test_2530_Cell membrane,0.99
test_2531_Cell membrane,0.97
test_2532_Cell membrane,0.95
test_2533_Cell membrane,0.81
test_2534_Cell membrane,0.91
test_2535_Cell membrane,0.88
test_2536_Cell membrane,0.85
test_2537_Cell membrane,0.83
test_2538_Cell membrane,0.87
test_2539_Cell membrane,0.89
test_2540_Cell membrane,0.83
test_2541_Cell membrane,0.92
test_2542_Cell membrane,0.93
test_2543_Cell membrane,0.94
test_2544_Cell membrane,0.9
test_2545_Cell membrane,0.85
test_2546_Cell membrane,0.91
test_2547_Cell membrane,0.94
test_2548_Cell membrane,0.92
test_2549_Cell membrane,0.97
test_2550_Cell membrane,0.97
test_2551_Cell membrane,0.86
test_2552_Cell membrane,0.9
test_2553_Cell membrane,0.85
test_2554_Cell membrane,0.94
test_2555_Cell membrane,0.4
test_2556_Cell membrane,0.93
test_2557_Cell membrane,0.48
test_2558_Cell membrane,0.45
test_2559_Cell membrane,0.95
test_2560_Cell membrane,0.96
test_2561_Cell membrane,0.98
test_2562_Cell membrane,0.98
test_2563_Cell membrane,0.89
test_2564_Cell membrane,0.98
test_2565_Cell membrane,0.87
test_2566_Cell membrane,0.91
test_2567_Cell membrane,0.97
test_2568_Cell membrane,0.75
test_2569_Cell membrane,0.91
test_2570_Cell membrane,0.95
test_2571_Cell membrane,0.88
test_2572_Cell membrane,0.92
test_2573_Cell membrane,0.95
test_2574_Cell membrane,0.91
test_2575_Cell membrane,0.92
test_2576_Cell membrane,0.98
test_2577_Cell membrane,0.92
test_2578_Cell membrane,0.93
test_2579_Cell membrane,0.92
test_2580_Cell membrane,0.91
test_2581_Cell membrane,0.99
test_2582_Cell membrane,0.9
test_2583_Cell membrane,0.89
test_2584_Cell membrane,0.96
test_2585_Cell membrane,0.83
test_2586_Cell membrane,0.88
test_2587_Cell membrane,0.84
test_2588_Cell membrane,0.71
test_2589_Cell membrane,0.94
test_2590_Cell membrane,0.9
test_2591_Cell membrane,0.88
test_2592_Cell membrane,0.82
test_2593_Cell membrane,0.89
test_2594_Cell membrane,0.97
test_2595_Cell membrane,0.89
test_2596_Cell membrane,0.84
test_2597_Cell membrane,0.92
test_2598_Cell membrane,0.78
test_2599_Cell membrane,0.8
test_2600_Cell membrane,0.86
test_2601_Cell membrane,0.98
test_2602_Cell membrane,0.95
test_2603_Cell membrane,0.87
test_2604_Cell membrane,0.81
test_2605_Cell membrane,0.82
test_2606_Cell membrane,0.82
test_2607_Cell membrane,0.94
test_2608_Cell membrane,0.98
test_2609_Cell membrane,0.91
test_2610_Cell membrane,0.93
test_2611_Cell membrane,0.81
test_2612_Cell membrane,0.91
test_2613_Cell membrane,0.93
test_2614_Cell membrane,0.83
test_2615_Cell membrane,0.95
test_2616_Cell membrane,0.91
test_2617_Cell membrane,0.86
test_2618_Cell membrane,0.99
test_2619_Cell membrane,0.99
test_2620_Cell membrane,0.99
test_2621_Cell membrane,0.98
test_2622_Cell membrane,0.98
test_2623_Cell membrane,0.84
test_2624_Cell membrane,0.92
test_2625_Cell membrane,0.97
test_2626_Cell membrane,0.72
test_2627_Cell membrane,0.84
test_2628_Cell membrane,0.95
test_2629_Cell membrane,0.93
test_2630_Cell membrane,0.79
test_2631_Cell membrane,0.95
test_2632_Cell membrane,0.93
test_2633_Cell membrane,0.98
test_2634_Cell membrane,0.79
test_2635_Cell membrane,0.84
test_2636_Cell membrane,0.86
test_2637_Cell membrane,0.97
test_2638_Cell membrane,0.89
test_2639_Cell membrane,0.9
test_2640_Cell membrane,0.95
test_2641_Cell membrane,0.9
test_2642_Cell membrane,0.87
test_2643_Cell membrane,0.86
test_2644_Cell membrane,0.84
test_2645_Cell membrane,0.86
test_2646_Cell membrane,0.97
test_2647_Cell membrane,0.62
test_2648_Cell membrane,0.72
test_2649_Cell membrane,0.87
test_2650_Cell membrane,0.89
test_2651_Cell membrane,0.6
test_2652_Cell membrane,0.79
test_2653_Cell membrane,0.84
test_2654_Cell membrane,0.92
test_2655_Cell membrane,0.93
test_2656_Cell membrane,0.9
test_2657_Cell membrane,0.72
test_2658_Cell membrane,0.95
test_2659_Cell membrane,0.82
test_2660_Cell membrane,0.81
test_2661_Cell membrane,0.89
test_2662_Cell membrane,0.93
test_2663_Cell membrane,0.97
test_2664_Cell membrane,0.91
test_2665_Cell membrane,0.98
test_2666_Cell membrane,0.9
test_2667_Cell membrane,0.88
test_2668_Cell membrane,0.87
test_2669_Cell membrane,0.63
test_2670_Cell membrane,0.91
test_2671_Cell membrane,0.66
test_2672_Cell membrane,0.31
test_2673_Cell membrane,0.88
test_2674_Cell membrane,0.9
test_2675_Cell membrane,0.92
test_2676_Cell membrane,0.93
test_2677_Cell membrane,0.93
test_2678_Cell membrane,0.93
test_2679_Cell membrane,0.88
test_2680_Cell membrane,0.88
test_2681_Cell membrane,0.86
test_2682_Cell membrane,0.91
test_2683_Cell membrane,0.91
test_2684_Cell membrane,0.94
test_2685_Cell membrane,0.87
test_2686_Cell membrane,0.91
test_2687_Cell membrane,0.91
test_2688_Cell membrane,0.92
test_2689_Cell membrane,0.97
test_2690_Cell membrane,0.96
test_2691_Cell membrane,0.82
test_2692_Cell membrane,0.92
test_2693_Cell membrane,0.96
test_2694_Cell membrane,0.9
test_2695_Cell membrane,0.91
test_2696_Cell membrane,0.94
test_2697_Cell membrane,0.88
test_2698_Cell membrane,0.53
test_2699_Cell membrane,0.83
test_2700_Cell membrane,0.93
test_2701_Cell membrane,0.93
test_2702_Cell membrane,0.93
test_2703_Cell membrane,0.96
test_2704_Cell membrane,0.9
test_2705_Cell membrane,0.91
test_2706_Cell membrane,0.88
test_2707_Cell membrane,0.81
test_2708_Cell membrane,0.41
test_2709_Cell membrane,0.95
test_2710_Cell membrane,0.94
test_2711_Cell membrane,0.92
test_2712_Cell membrane,0.89
test_2713_Cell membrane,0.95
test_2714_Cell membrane,0.88
test_2715_Cell membrane,0.78
test_2716_Cell membrane,0.88
test_2717_Cell membrane,0.99
test_2718_Cell membrane,0.93
test_2719_Cell membrane,0.74
test_2720_Cell membrane,0.85
test_2721_Cell membrane,0.93
test_2722_Cell membrane,0.73
test_2723_Cell membrane,0.9
test_2724_Cell membrane,0.97
test_2725_Cell membrane,0.86
test_2726_Cell membrane,0.99
test_2727_Cell membrane,0.99
test_2728_Cell membrane,0.94
test_2729_Cell membrane,0.99
test_2730_Cell membrane,0.95
test_2731_Cell membrane,0.87
test_2732_Cell membrane,0.88
test_2733_Cell membrane,0.91
test_2734_Cell membrane,0.91
test_2735_Cell membrane,0.89
test_2736_Cell membrane,0.88
test_2737_Cell membrane,0.92
test_2738_Cell membrane,0.92
test_2739_Cell membrane,0.85
test_2740_Cell membrane,0.83
test_2741_Cell membrane,0.93
test_2742_Cell membrane,0.97
